date,home_team,away_team,home_score,away_score,tournament,country,neutral
2014-01-01,Jordan,Kuwait,2,1,West Asian Championship,Qatar,True
2014-01-04,Qatar,Kuwait,3,0,West Asian Championship,Qatar,False
2014-01-04,Jordan,Bahrain,1,0,West Asian Championship,Qatar,True
2014-01-07,Bahrain,Kuwait,0,0,West Asian Championship,Qatar,True
2014-01-07,Qatar,Jordan,2,0,West Asian Championship,Qatar,False
2014-01-15,Norway,Moldova,2,1,Friendly,United Arab Emirates,True
2014-01-17,Sweden,Moldova,2,1,Friendly,United Arab Emirates,True
2014-01-18,Poland,Norway,3,0,Friendly,United Arab Emirates,True
2014-01-20,Poland,Moldova,1,0,Friendly,United Arab Emirates,True
2014-01-21,Sweden,Iceland,2,0,Friendly,United Arab Emirates,True
2014-01-22,Chile,Costa Rica,4,0,Friendly,Chile,False
2014-01-24,Oman,Finland,0,0,Friendly,Oman,False
2014-01-25,South Korea,Costa Rica,1,0,Friendly,United States,True
2014-01-29,Mexico,South Korea,4,0,Friendly,United States,True
2014-01-31,Oman,Jordan,0,0,Asian Cup qualifier,Oman,False
2014-02-01,United States,South Korea,2,0,Friendly,United States,False
2014-02-04,Singapore,Jordan,1,3,Asian Cup qualifier,Singapore,False
2014-02-07,St Vincent & Grenadines,Dominica,3,2,Friendly,St Vincent & Grenadines,False
2014-02-09,St Vincent & Grenadines,Dominica,0,0,Friendly,St Vincent & Grenadines,False
2014-02-19,Lebanon,Pakistan,3,1,Friendly,Lebanon,False
2014-02-21,Iraq,North Korea,2,0,Friendly,United Arab Emirates,True
2014-03-01,Malaysia,Philippines,0,0,Friendly,Malaysia,False
2014-03-01,Gibraltar,Faroe Islands,1,4,Friendly,Gibraltar,False
2014-03-02,Barbados,Jamaica,0,2,Friendly,Barbados,False
2014-03-03,Iran,Kuwait,3,2,Asian Cup qualifier,Iran,False
2014-03-05,Japan,New Zealand,4,2,Friendly,Japan,False
2014-03-05,Azerbaijan,Philippines,1,0,Friendly,United Arab Emirates,True
2014-03-05,Ecuador,Australia,4,3,Friendly,England,True
2014-03-05,Iraq,China,3,1,Asian Cup qualifier,United Arab Emirates,True
2014-03-05,Saudi Arabia,Indonesia,1,0,Asian Cup qualifier,Saudi Arabia,False
2014-03-05,India,Bangladesh,2,2,Friendly,India,False
2014-03-05,Thailand,Lebanon,2,5,Asian Cup qualifier,Thailand,False
2014-03-05,Iran,Guinea,1,2,Friendly,Iran,False
2014-03-05,Greece,South Korea,0,2,Friendly,Greece,False
2014-03-05,Vietnam,Hong Kong,3,1,Asian Cup qualifier,Vietnam,False
2014-03-05,Jordan,Syria,2,1,Asian Cup qualifier,Jordan,False
2014-03-05,Oman,Singapore,3,1,Asian Cup qualifier,Oman,False
2014-03-05,Malaysia,Yemen,2,1,Asian Cup qualifier,United Arab Emirates,True
2014-03-05,Qatar,Bahrain,0,0,Asian Cup qualifier,Qatar,False
2014-03-05,Uzbekistan,United Arab Emirates,1,1,Asian Cup qualifier,Uzbekistan,False
2014-03-05,Egypt,Bosnia and Herzegovina,2,0,Friendly,Austria,True
2014-03-05,South Africa,Brazil,0,5,Friendly,South Africa,False
2014-03-05,Zambia,Uganda,2,1,Friendly,Zambia,False
2014-03-05,Namibia,Tanzania,1,1,Friendly,Namibia,False
2014-03-05,Malawi,Zimbabwe,1,4,Friendly,Malawi,False
2014-03-05,Mexico,Nigeria,0,0,Friendly,United States,True
2014-03-05,Montenegro,Ghana,1,0,Friendly,Montenegro,False
2014-03-05,Burundi,Rwanda,1,1,Friendly,Burundi,False
2014-03-05,Colombia,Tunisia,1,1,Friendly,Spain,True
2014-03-05,Morocco,Gabon,1,1,Friendly,Morocco,False
2014-03-05,Luxembourg,Cape Verde,0,0,Friendly,Luxembourg,False
2014-03-05,Portugal,Cameroon,5,1,Friendly,Portugal,False
2014-03-05,Mali,Senegal,1,1,Friendly,France,True
2014-03-05,Burkina Faso,Comoros,1,1,Friendly,France,True
2014-03-05,Belgium,Ivory Coast,2,2,Friendly,Belgium,False
2014-03-05,Algeria,Slovenia,2,0,Friendly,Algeria,False
2014-03-05,Mauritania,Niger,1,1,Friendly,Mauritania,False
2014-03-05,Botswana,South Sudan,3,0,Friendly,Botswana,False
2014-03-05,Mozambique,Angola,1,1,Friendly,Mozambique,False
2014-03-05,Ukraine,United States,2,0,Friendly,Cyprus,True
2014-03-05,Costa Rica,Paraguay,2,1,Friendly,Costa Rica,False
2014-03-05,Kosovo,Haiti,0,0,Friendly,Kosovo,False
2014-03-05,Saint Lucia,Jamaica,0,5,Friendly,Saint Lucia,False
2014-03-05,Honduras,Venezuela,2,1,Friendly,Honduras,False
2014-03-05,Austria,Uruguay,1,1,Friendly,Austria,False
2014-03-05,Romania,Argentina,0,0,Friendly,Romania,False
2014-03-05,Germany,Chile,1,0,Friendly,Germany,False
2014-03-05,Poland,Scotland,0,1,Friendly,Poland,False
2014-03-05,England,Denmark,1,0,Friendly,England,False
2014-03-05,Wales,Iceland,3,1,Friendly,Wales,False
2014-03-05,Cyprus,Northern Ireland,0,0,Friendly,Cyprus,False
2014-03-05,Hungary,Finland,1,2,Friendly,Hungary,False
2014-03-05,France,Netherlands,2,0,Friendly,France,False
2014-03-05,Switzerland,Croatia,2,2,Friendly,Switzerland,False
2014-03-05,Turkey,Sweden,2,1,Friendly,Turkey,False
2014-03-05,Czechia,Norway,2,2,Friendly,Czechia,False
2014-03-05,Spain,Italy,1,0,Friendly,Spain,False
2014-03-05,Russia,Armenia,2,0,Friendly,Russia,False
2014-03-05,Gibraltar,Estonia,0,2,Friendly,Gibraltar,False
2014-03-05,Macedonia,Latvia,2,1,Friendly,Macedonia,False
2014-03-05,Kazakhstan,Lithuania,1,1,Friendly,Turkey,True
2014-03-05,Bulgaria,Belarus,2,1,Friendly,Bulgaria,False
2014-03-05,Ireland,Serbia,1,2,Friendly,Ireland,False
2014-03-05,Israel,Slovakia,1,3,Friendly,Israel,False
2014-03-05,Albania,Malta,2,0,Friendly,Albania,False
2014-03-05,Andorra,Moldova,0,3,Friendly,Andorra,False
2014-03-05,Georgia,Liechtenstein,2,0,Friendly,Georgia,False
2014-03-07,Lesotho,Swaziland,0,1,Friendly,Lesotho,False
2014-03-09,Lesotho,Swaziland,0,0,Friendly,Lesotho,False
2014-03-19,Saint Lucia,Martinique,0,0,Friendly,Saint Lucia,False
2014-03-25,Yemen,Nepal,2,0,Friendly,Qatar,True
2014-03-26,Indonesia,Andorra,1,0,Friendly,Spain,True
2014-03-27,Aruba,Guam,2,2,Friendly,Aruba,False
2014-03-29,Cuba,Indonesia,1,0,Friendly,Spain,True
2014-03-30,Aruba,Guam,2,0,Friendly,Aruba,False
2014-04-02,United States,Mexico,2,2,Friendly,United States,False
2014-04-11,Philippines,Nepal,3,0,Friendly,Qatar,True
2014-04-12,Mauritania,Mauritius,1,0,African Nations Cup qualifier,Mauritania,False
2014-04-13,Afghanistan,Kyrgyzstan,0,0,Friendly,United Arab Emirates,True
2014-04-15,Chad,Yemen,0,0,Friendly,Qatar,True
2014-04-17,Guadeloupe,French Guiana,3,2,Friendly tournament,Guadeloupe,False
2014-04-19,Guadeloupe,Martinique,0,1,Friendly tournament,Guadeloupe,False
2014-04-20,Mauritius,Mauritania,0,2,African Nations Cup qualifier,Mauritius,False
2014-04-26,Tanzania,Burundi,0,3,Friendly,Tanzania,False
2014-04-27,Philippines,Malaysia,0,0,Friendly,Philippines,False
2014-04-30,Dominica,Saint Lucia,0,2,Windward Islands Champ,Dominica,False
2014-04-30,Grenada,St Vincent & Grenadines,0,0,Windward Islands Champ,Dominica,True
2014-05-02,Dominica,St Vincent & Grenadines,2,3,Windward Islands Champ,Dominica,False
2014-05-02,Saint Lucia,Grenada,1,0,Windward Islands Champ,Dominica,True
2014-05-04,Tajikistan,Afghanistan,1,0,Friendly,Tajikistan,False
2014-05-04,Tanzania,Malawi,0,0,Friendly,Tanzania,False
2014-05-04,Dominica,Grenada,3,5,Windward Islands Champ,Dominica,False
2014-05-04,Saint Lucia,St Vincent & Grenadines,0,0,Windward Islands Champ,Dominica,True
2014-05-11,Botswana,Swaziland,1,4,Friendly,Botswana,False
2014-05-12,Afghanistan,Kyrgyzstan,1,0,Friendly,Kuwait,True
2014-05-13,Maldives,Laos,7,1,Friendly,Maldives,False
2014-05-13,Germany,Poland,0,0,Friendly,Germany,False
2014-05-14,Kuwait,Afghanistan,3,2,Friendly,Kuwait,False
2014-05-16,Kuwait,Kyrgyzstan,2,2,Friendly,Kuwait,False
2014-05-17,Malawi,Chad,2,0,African Nations Cup qualifier,Malawi,False
2014-05-17,Sao Tome and Principe,Benin,0,2,African Nations Cup qualifier,Sao Tome and Principe,False
2014-05-17,Namibia,Congo,1,0,African Nations Cup qualifier,Namibia,False
2014-05-17,Mauritania,Equatorial Guinea,1,0,African Nations Cup qualifier,Mauritania,False
2014-05-17,Netherlands,Ecuador,1,1,Friendly,Netherlands,False
2014-05-18,Belarus,Iran,0,0,Friendly,Austria,True
2014-05-18,Kenya,Comoros,1,0,African Nations Cup qualifier,Kenya,False
2014-05-18,Madagascar,Uganda,2,1,African Nations Cup qualifier,Madagascar,False
2014-05-18,Tanzania,Zimbabwe,1,0,African Nations Cup qualifier,Tanzania,False
2014-05-18,Swaziland,Sierra Leone,1,1,African Nations Cup qualifier,Swaziland,False
2014-05-18,Central African Republic,Guinea-Bissau,0,0,African Nations Cup qualifier,Congo,True
2014-05-18,Burundi,Botswana,0,0,African Nations Cup qualifier,Burundi,False
2014-05-18,Libya,Rwanda,0,0,African Nations Cup qualifier,Tunisia,True
2014-05-18,Liberia,Lesotho,1,0,African Nations Cup qualifier,Liberia,False
2014-05-18,Mozambique,South Sudan,5,0,African Nations Cup qualifier,Mozambique,False
2014-05-19,Maldives,Myanmar,2,3,Asian Cup q & Asian Chlg Cup,Maldives,False
2014-05-19,Palestine,Kyrgyzstan,1,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-20,Afghanistan,Philippines,0,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-20,Turkmenistan,Laos,5,1,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-20,French Guiana,Suriname,0,0,Friendly,French Guiana,False
2014-05-21,Palestine,Myanmar,2,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-21,Maldives,Kyrgyzstan,2,0,Asian Cup q & Asian Chlg Cup,Maldives,False
2014-05-21,Burkina Faso,Senegal,1,1,Friendly,Burkina Faso,False
2014-05-21,Finland,Czechia,2,2,Friendly,Finland,False
2014-05-21,Kosovo,Turkey,1,6,Friendly,Kosovo,False
2014-05-21,Liechtenstein,Belarus,1,5,Friendly,Liechtenstein,False
2014-05-22,Philippines,Laos,2,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-22,Afghanistan,Turkmenistan,3,1,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-22,Ukraine,Niger,2,1,Friendly,Ukraine,False
2014-05-22,Hungary,Denmark,2,2,Friendly,Hungary,False
2014-05-23,Kyrgyzstan,Myanmar,1,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-23,Maldives,Palestine,0,0,Asian Cup q & Asian Chlg Cup,Maldives,False
2014-05-23,Morocco,Mozambique,4,0,Friendly,Portugal,True
2014-05-23,Bulgaria,Canada,1,1,Friendly,Austria,True
2014-05-23,Slovakia,Montenegro,2,0,Friendly,Slovakia,False
2014-05-24,Philippines,Turkmenistan,2,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-24,Afghanistan,Laos,0,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-24,Moldova,Saudi Arabia,4,0,Friendly,Spain,True
2014-05-25,Guinea,Mali,2,1,Friendly,France,True
2014-05-25,Senegal,Kosovo,3,1,Friendly,Switzerland,True
2014-05-25,Ireland,Turkey,1,2,Friendly,Ireland,False
2014-05-26,Australia,South Africa,1,1,Friendly,Australia,False
2014-05-26,Iran,Montenegro,0,0,Friendly,Austria,True
2014-05-26,Cameroon,Macedonia,2,0,Friendly,Austria,True
2014-05-26,Serbia,Jamaica,2,1,Friendly,United States,True
2014-05-26,Belgium,Luxembourg,5,1,Friendly,Belgium,False
2014-05-26,Russia,Slovakia,1,0,Friendly,Russia,False
2014-05-26,Estonia,Gibraltar,1,1,Friendly,Estonia,False
2014-05-27,Japan,Cyprus,1,0,Friendly,Japan,False
2014-05-27,Maldives,Philippines,2,3,Asian Cup q & Asian Chlg Cup,Maldives,False
2014-05-27,Palestine,Afghanistan,2,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-27,Uzbekistan,Oman,0,1,Friendly,Uzbekistan,False
2014-05-27,Armenia,United Arab Emirates,4,3,Friendly,Switzerland,True
2014-05-27,Tanzania,Malawi,1,0,Friendly,Tanzania,False
2014-05-27,United States,Azerbaijan,2,0,Friendly,United States,False
2014-05-27,Canada,Moldova,1,1,Friendly,Austria,True
2014-05-27,Suriname,French Guiana,1,0,Friendly,Suriname,False
2014-05-27,France,Norway,4,0,Friendly,France,False
2014-05-28,South Korea,Tunisia,0,1,Friendly,South Korea,False
2014-05-28,Nigeria,Scotland,2,2,Friendly,England,True
2014-05-28,Angola,Morocco,2,0,Friendly,Portugal,True
2014-05-28,Mexico,Israel,3,0,Friendly,Mexico,False
2014-05-28,Denmark,Sweden,1,0,Friendly,Denmark,False
2014-05-29,Maldives,Afghanistan,1,1,Asian Cup q & Asian Chlg Cup,Maldives,False
2014-05-29,Georgia,Saudi Arabia,2,0,Friendly,Spain,True
2014-05-29,Uzbekistan,Oman,0,1,Friendly,Uzbekistan,False
2014-05-29,Paraguay,Cameroon,2,1,Friendly,Austria,True
2014-05-29,Turkey,Honduras,2,0,Friendly,United States,True
2014-05-29,Lithuania,Finland,1,0,Baltic Cup,Latvia,True
2014-05-29,Latvia,Estonia,0,0,Baltic Cup,Latvia,False
2014-05-30,Palestine,Philippines,1,0,Asian Cup q & Asian Chlg Cup,Maldives,True
2014-05-30,Angola,Iran,1,1,Friendly,Austria,True
2014-05-30,Macedonia,Qatar,0,0,Friendly,Italy,True
2014-05-30,Chile,Egypt,3,2,Friendly,Chile,False
2014-05-30,New Zealand,South Africa,0,0,Friendly,New Zealand,False
2014-05-30,Comoros,Kenya,1,1,African Nations Cup qualifier,Comoros,False
2014-05-30,Bosnia and Herzegovina,Ivory Coast,2,1,Friendly,United States,True
2014-05-30,Mozambique,South Sudan,0,0,African Nations Cup qualifier,Sudan,True
2014-05-30,Aruba,Turks and Caicos Islands,1,0,CONCACAF Ch & Car Ch q,Aruba,False
2014-05-30,Switzerland,Jamaica,1,0,Friendly,Switzerland,False
2014-05-30,French Guiana,British Virgin Islands,6,0,CONCACAF Ch & Car Ch q,Aruba,True
2014-05-30,Montserrat,US Virgin Islands,1,0,CONCACAF Ch & Car Ch q,Montserrat,False
2014-05-30,Uruguay,Northern Ireland,1,0,Friendly,Uruguay,False
2014-05-30,Spain,Bolivia,2,0,Friendly,Spain,False
2014-05-30,England,Peru,3,0,Friendly,England,False
2014-05-30,Austria,Iceland,1,1,Friendly,Austria,False
2014-05-31,Uganda,Madagascar,1,0,African Nations Cup qualifier,Uganda,False
2014-05-31,Sierra Leone,Swaziland,1,0,African Nations Cup qualifier,Sierra Leone,False
2014-05-31,Netherlands,Ghana,1,0,Friendly,Netherlands,False
2014-05-31,Guinea-Bissau,Central African Republic,3,1,African Nations Cup qualifier,Guinea-Bissau,False
2014-05-31,Rwanda,Libya,3,0,African Nations Cup qualifier,Rwanda,False
2014-05-31,Chad,Malawi,3,1,African Nations Cup qualifier,Chad,False
2014-05-31,Croatia,Mali,2,1,Friendly,Croatia,False
2014-05-31,Colombia,Senegal,2,2,Friendly,Argentina,True
2014-05-31,Algeria,Armenia,3,1,Friendly,Switzerland,True
2014-05-31,Mexico,Ecuador,3,1,Friendly,United States,True
2014-05-31,Panama,Serbia,1,1,Friendly,United States,True
2014-05-31,Norway,Russia,1,1,Friendly,Norway,False
2014-05-31,Ireland,Italy,0,0,Friendly,England,True
2014-05-31,Finland,Estonia,2,0,Baltic Cup,Latvia,True
2014-05-31,Portugal,Greece,0,0,Friendly,Portugal,False
2014-05-31,Romania,Albania,1,0,Friendly,Switzerland,True
2014-05-31,Latvia,Lithuania,1,0,Baltic Cup,Latvia,False
2014-06-01,Zimbabwe,Tanzania,2,2,African Nations Cup qualifier,Zimbabwe,False
2014-06-01,Botswana,Burundi,1,0,African Nations Cup qualifier,Botswana,False
2014-06-01,Benin,Sao Tome and Principe,2,0,African Nations Cup qualifier,Benin,False
2014-06-01,Germany,Cameroon,2,2,Friendly,Germany,False
2014-06-01,Congo,Namibia,3,0,African Nations Cup qualifier,Congo,False
2014-06-01,Lesotho,Liberia,2,0,African Nations Cup qualifier,Lesotho,False
2014-06-01,Equatorial Guinea,Mauritania,3,0,African Nations Cup qualifier,Equatorial Guinea,False
2014-06-01,United States,Turkey,2,1,Friendly,United States,False
2014-06-01,Aruba,British Virgin Islands,7,0,CONCACAF Ch & Car Ch q,Aruba,False
2014-06-01,Israel,Honduras,4,2,Friendly,United States,True
2014-06-01,French Guiana,Turks and Caicos Islands,6,0,CONCACAF Ch & Car Ch q,Aruba,True
2014-06-01,Bonaire,US Virgin Islands,2,1,CONCACAF Ch & Car Ch q,Montserrat,True
2014-06-01,France,Paraguay,1,1,Friendly,France,False
2014-06-01,Sweden,Belgium,0,2,Friendly,Sweden,False
2014-06-02,Japan,Costa Rica,3,1,Friendly,United States,True
2014-06-03,United Arab Emirates,Georgia,1,0,Friendly,Switzerland,True
2014-06-03,Greece,Nigeria,0,0,Friendly,United States,True
2014-06-03,Bosnia and Herzegovina,Mexico,1,0,Friendly,United States,True
2014-06-03,Aruba,French Guiana,0,2,CONCACAF Ch & Car Ch q,Aruba,False
2014-06-03,Brazil,Panama,4,0,Friendly,Brazil,False
2014-06-03,Turks and Caicos Islands,British Virgin Islands,2,0,CONCACAF Ch & Car Ch q,Aruba,True
2014-06-03,Montserrat,Bonaire,0,0,CONCACAF Ch & Car Ch q,Montserrat,False
2014-06-03,Switzerland,Peru,2,0,Friendly,Switzerland,False
2014-06-03,Czechia,Austria,1,2,Friendly,Czechia,False
2014-06-04,Egypt,Jamaica,2,2,Friendly,England,True
2014-06-04,Ivory Coast,El Salvador,2,1,Friendly,United States,True
2014-06-04,Algeria,Romania,2,1,Friendly,Switzerland,True
2014-06-04,Equatorial Guinea,Sao Tome and Principe,3,2,Friendly,Equatorial Guinea,False
2014-06-04,Argentina,Trinidad and Tobago,3,0,Friendly,Argentina,False
2014-06-04,Uruguay,Slovenia,2,0,Friendly,Uruguay,False
2014-06-04,Chile,Northern Ireland,2,0,Friendly,Chile,False
2014-06-04,Ecuador,England,2,2,Friendly,United States,True
2014-06-04,Netherlands,Wales,2,0,Friendly,Netherlands,False
2014-06-04,Hungary,Albania,1,0,Friendly,Hungary,False
2014-06-04,Italy,Luxembourg,1,1,Friendly,Italy,False
2014-06-04,Iceland,Estonia,1,0,Friendly,Iceland,False
2014-06-04,Gibraltar,Malta,1,0,Friendly,Portugal,True
2014-06-06,Japan,Zambia,4,3,Friendly,United States,True
2014-06-06,Croatia,Australia,1,0,Friendly,Brazil,True
2014-06-06,Colombia,Jordan,3,0,Friendly,Argentina,True
2014-06-06,Russia,Morocco,2,0,Friendly,Russia,False
2014-06-06,Costa Rica,Ireland,1,1,Friendly,United States,True
2014-06-06,Portugal,Mexico,1,0,Friendly,United States,True
2014-06-06,Brazil,Serbia,1,0,Friendly,Brazil,False
2014-06-06,Greece,Bolivia,2,1,Friendly,United States,True
2014-06-06,Germany,Armenia,6,1,Friendly,Germany,False
2014-06-06,Poland,Lithuania,2,1,Friendly,Poland,False
2014-06-07,Estonia,Tajikistan,2,1,Friendly,Estonia,False
2014-06-07,United States,Nigeria,2,1,Friendly,United States,False
2014-06-07,Belgium,Tunisia,1,0,Friendly,Belgium,False
2014-06-07,Cameroon,Moldova,1,0,Friendly,Cameroon,False
2014-06-07,Spain,El Salvador,2,0,Friendly,United States,True
2014-06-07,England,Honduras,0,0,Friendly,United States,True
2014-06-07,Argentina,Slovenia,2,0,Friendly,Argentina,False
2014-06-07,Hungary,Kazakhstan,3,0,Friendly,Hungary,False
2014-06-08,Iran,Trinidad and Tobago,2,0,Friendly,Brazil,True
2014-06-08,France,Jamaica,8,0,Friendly,France,False
2014-06-08,San Marino,Albania,0,3,Friendly,San Marino,False
2014-06-09,Ghana,South Korea,4,0,Friendly,United States,True
2014-06-10,Portugal,Ireland,5,1,Friendly,United States,True
2014-06-12,Brazil,Croatia,3,1,World Cup,Brazil,False
2014-06-13,Chile,Australia,3,1,World Cup,Brazil,True
2014-06-13,Mexico,Cameroon,1,0,World Cup,Brazil,True
2014-06-13,Netherlands,Spain,5,1,World Cup,Brazil,True
2014-06-14,Ivory Coast,Japan,2,1,World Cup,Brazil,True
2014-06-14,Costa Rica,Uruguay,3,1,World Cup,Brazil,True
2014-06-14,Colombia,Greece,3,0,World Cup,Brazil,True
2014-06-14,Italy,England,2,1,World Cup,Brazil,True
2014-06-15,France,Honduras,3,0,World Cup,Brazil,True
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,World Cup,Brazil,True
2014-06-15,Switzerland,Ecuador,2,1,World Cup,Brazil,True
2014-06-16,Iran,Nigeria,0,0,World Cup,Brazil,True
2014-06-16,United States,Ghana,2,1,World Cup,Brazil,True
2014-06-16,Germany,Portugal,4,0,World Cup,Brazil,True
2014-06-17,Russia,South Korea,1,1,World Cup,Brazil,True
2014-06-17,Belgium,Algeria,2,1,World Cup,Brazil,True
2014-06-17,Brazil,Mexico,0,0,World Cup,Brazil,False
2014-06-18,Netherlands,Australia,3,2,World Cup,Brazil,True
2014-06-18,China,Macedonia,2,0,Friendly,China,False
2014-06-18,Croatia,Cameroon,4,0,World Cup,Brazil,True
2014-06-18,Chile,Spain,2,0,World Cup,Brazil,True
2014-06-19,Greece,Japan,0,0,World Cup,Brazil,True
2014-06-19,Colombia,Ivory Coast,2,1,World Cup,Brazil,True
2014-06-19,Uruguay,England,2,1,World Cup,Brazil,True
2014-06-20,Costa Rica,Italy,1,0,World Cup,Brazil,True
2014-06-20,Ecuador,Honduras,2,1,World Cup,Brazil,True
2014-06-20,France,Switzerland,5,2,World Cup,Brazil,True
2014-06-21,Indonesia,Pakistan,4,0,Friendly,Indonesia,False
2014-06-21,Argentina,Iran,1,0,World Cup,Brazil,True
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,World Cup,Brazil,True
2014-06-21,Germany,Ghana,2,2,World Cup,Brazil,True
2014-06-22,China,Macedonia,0,0,Friendly,China,False
2014-06-22,Algeria,South Korea,4,2,World Cup,Brazil,True
2014-06-22,Portugal,United States,2,2,World Cup,Brazil,True
2014-06-22,Belgium,Russia,1,0,World Cup,Brazil,True
2014-06-23,Spain,Australia,3,0,World Cup,Brazil,True
2014-06-23,Brazil,Cameroon,4,1,World Cup,Brazil,False
2014-06-23,Mexico,Croatia,3,1,World Cup,Brazil,True
2014-06-23,Netherlands,Chile,2,0,World Cup,Brazil,True
2014-06-24,Colombia,Japan,4,1,World Cup,Brazil,True
2014-06-24,Greece,Ivory Coast,2,1,World Cup,Brazil,True
2014-06-24,Costa Rica,England,0,0,World Cup,Brazil,True
2014-06-24,Uruguay,Italy,1,0,World Cup,Brazil,True
2014-06-25,Indonesia,Nepal,2,0,Friendly,Indonesia,False
2014-06-25,Bosnia and Herzegovina,Iran,3,1,World Cup,Brazil,True
2014-06-25,Argentina,Nigeria,3,2,World Cup,Brazil,True
2014-06-25,Switzerland,Honduras,3,0,World Cup,Brazil,True
2014-06-25,Ecuador,France,0,0,World Cup,Brazil,True
2014-06-26,Belgium,South Korea,1,0,World Cup,Brazil,True
2014-06-26,Portugal,Ghana,2,1,World Cup,Brazil,True
2014-06-26,Algeria,Russia,1,1,World Cup,Brazil,True
2014-06-26,Germany,United States,1,0,World Cup,Brazil,True
2014-06-28,Colombia,Uruguay,2,0,World Cup,Brazil,True
2014-06-28,Brazil,Chile,1,1,World Cup,Brazil,False
2014-06-29,China,Mali,1,3,Friendly,China,False
2014-06-29,Costa Rica,Greece,1,1,World Cup,Brazil,True
2014-06-29,Netherlands,Mexico,2,1,World Cup,Brazil,True
2014-06-30,France,Nigeria,2,0,World Cup,Brazil,True
2014-06-30,Germany,Algeria,2,1,World Cup,Brazil,True
2014-07-01,Botswana,Tanzania,4,2,Friendly,Botswana,False
2014-07-01,Belgium,United States,2,1,World Cup,Brazil,True
2014-07-01,Argentina,Switzerland,1,0,World Cup,Brazil,True
2014-07-02,Vietnam,Myanmar,6,0,Friendly,Vietnam,False
2014-07-04,Brazil,Colombia,2,1,World Cup,Brazil,False
2014-07-04,Germany,France,1,0,World Cup,Brazil,True
2014-07-05,Costa Rica,Netherlands,0,0,World Cup,Brazil,True
2014-07-05,Argentina,Belgium,1,0,World Cup,Brazil,True
2014-07-06,Malawi,Mozambique,1,1,Friendly,Malawi,False
2014-07-08,Brazil,Germany,1,7,World Cup,Brazil,False
2014-07-09,Argentina,Netherlands,0,0,World Cup,Brazil,True
2014-07-11,Uganda,Seychelles,1,0,Friendly,Uganda,False
2014-07-12,Rwanda,Gabon,1,0,Friendly,Rwanda,False
2014-07-12,Brazil,Netherlands,0,3,World Cup,Brazil,False
2014-07-13,Germany,Argentina,1,0,World Cup,Brazil,True
2014-07-14,Qatar,Indonesia,2,2,Friendly,Qatar,False
2014-07-14,Botswana,Lesotho,2,0,Friendly,Botswana,False
2014-07-15,Kenya,Burundi,0,0,Friendly,Kenya,False
2014-07-15,Uganda,Malawi,0,0,Friendly,Uganda,False
2014-07-19,Uganda,Mauritania,2,0,African Nations Cup qualifier,Uganda,False
2014-07-19,Sierra Leone,Seychelles,2,0,African Nations Cup qualifier,Sierra Leone,False
2014-07-19,Botswana,Guinea-Bissau,2,0,African Nations Cup qualifier,Botswana,False
2014-07-20,Lesotho,Kenya,1,0,African Nations Cup qualifier,Lesotho,False
2014-07-20,Tanzania,Mozambique,2,2,African Nations Cup qualifier,Tanzania,False
2014-07-20,Benin,Malawi,1,0,African Nations Cup qualifier,Benin,False
2014-07-20,Congo,Rwanda,2,0,African Nations Cup qualifier,Congo,False
2014-07-21,Mongolia,Northern Mariana Islands,4,0,East Asian Championship qual,Guam,True
2014-07-21,Guam,Macao,0,0,East Asian Championship qual,Guam,False
2014-07-23,Guam,Mongolia,2,0,East Asian Championship qual,Guam,False
2014-07-23,Northern Mariana Islands,Macao,2,1,East Asian Championship qual,Guam,True
2014-07-25,Macao,Mongolia,3,2,East Asian Championship qual,Guam,True
2014-07-25,Guam,Northern Mariana Islands,5,0,East Asian Championship qual,Guam,False
2014-07-27,Gabon,Rwanda,0,1,Friendly,Gabon,False
2014-08-02,Guinea-Bissau,Botswana,1,1,African Nations Cup qualifier,Guinea-Bissau,False
2014-08-02,Malawi,Benin,1,0,African Nations Cup qualifier,Malawi,False
2014-08-02,Rwanda,Congo,2,0,African Nations Cup qualifier,Rwanda,False
2014-08-03,Kenya,Lesotho,0,0,African Nations Cup qualifier,Kenya,False
2014-08-03,Mauritania,Uganda,0,1,African Nations Cup qualifier,Mauritania,False
2014-08-03,Mozambique,Tanzania,2,1,African Nations Cup qualifier,Mozambique,False
2014-08-03,Angola,Ethiopia,1,0,Friendly,Angola,False
2014-08-06,Peru,Panama,3,0,Friendly,Peru,False
2014-08-08,Tajikistan,Malaysia,4,1,Friendly,Tajikistan,False
2014-08-12,Kazakhstan,Tajikistan,2,1,Friendly,Kazakhstan,False
2014-08-13,Angola,Botswana,0,0,Friendly,Angola,False
2014-08-14,Guatemala,Nicaragua,3,0,Friendly,Guatemala,False
